zip,longi,lat,lat_meter,long_meter,annotation,raw_tweet
32810,-81.422728,28.60635,-1038021.435,1434022.485,32810,#abandonedvehicle 2200 lee rd 32810 7 5 08 56 #orlando #lakefairview
32803,-81.34326831,28.5532093,-1042582.371,1442714.392,32803,#abandonedvehicle 735 s hampton av 32803 4 21 15 02 #orlando #lakecomo
32811,-81.45889029,28.50464992,-1049717.629,1432284.674,32811,#abandonedvehicle 827 ivei ln s 32811 6 19 10 58 #orlando #lakemanngardens
32801,-81.37905201,28.54260967,-1044307.394,1439409.849,32801,#abandonedvehicle Interstate_4 e w amelia st 32801 6 30 20 33 #orlando #centralbusinessdistrict
32805,-81.392632,28.5296,-1045944.999,1438314.31,32805,#abandonedvehicle s john young py clear wy 32805 3 17 30 #orlando #catalina
32822,-81.311539,28.517847,-1045948.359,1446439.041,32822,#accidentgeneraldisturbance 1806 amberli av 32822 10 4 22 13 #orlando #engelwoodpark
32806,-81.365715,28.499125,-1048854.227,1441481.531,32806,#accidentinjuries 2504 s orang av 32806 3 24 08 31 #orlando #southorange
32839,-81.411621,28.492727,-1050278.648,1437111.398,32839,#accidentinjuries 4850 millenia bv 32839 8) 16 01 #orlando #millenia
32819,-81.449576,28.474068,-1052917.589,1433732.744,32819,#accidentinjuries 5701 vineland rd 32819 12 11 16 25 #orlando #floridacenter
32827,-81.30870871,28.38515483,-1060418.948,1449073.886,32827,#accidentinjuries 9400 airport blvd 32827 6 11 15 37 #orlando #orlandointernationalairport
32810,-81.42424,28.608572,-1037802.082,1433835.824,32810,#accidentinjuries all_american bv n orang blossom tl 32810 5 23 18 35 #orlando #rosemont
32803,-81.34307098,28.55498886,-1042384.565,1442702.091,32803,#accidentinjuries bennett rd e coloni dr 32803 4 26 03 51 #orlando #colonialtowncenter
32811,-81.463417,28.521903,-1047900.819,1431539.113,32811,#accidentinjuries columbia st bruton bv 32811 7 9 14 17 #orlando #washingtonshores
32803,-81.372932,28.548313,-1043586.809,1439906.245,32803,#accidentinjuries ew World_Boxing_Organization s crystal_lake dr 32803 2 7 08 #orlando #eastcentralpark
32803,-81.35873996,28.57298993,-1040662.902,1440854.163,32803,#accidentinjuries herndon av e coloni dr 32803 2 22 11 00 #orlando #colonialtowncenter
32804,-81.389614,28.577543,-1040651.981,1437761.405,32804,#accidentinjuries i4 ebo e princeton st 32804 1 12 22 32 #orlando #northorange
32804,-81.410591,28.576326,-1041115.58,1435736.258,32804,#accidentinjuries i4 World_Boxing_Organization e princeton st 32804 6 26 21 03 #orlando #collegepark
32803,-81.36548,28.55318,-1042936.66,1440547.345,32803,#accidentinjuries n bumbi av e coloni dr 32803 7 3 11 #orlando #colonialtownsouth
32803,-81.3475647,28.55480003,-1042476.294,1442266.928,32803,#accidentinjuries n mill av e princeton st 32803 3 6 07 01 #orlando #lakeformosa
32803,-81.357694,28.542815,-1043947.617,1441490.793,32803,#accidentinjuries n primros dr e coloni dr 32803 9 26 18 #orlando #colonialtowncenter
32806,-81.33103006,28.52432996,-1045548.043,1444421.198,32806,#accidentinjuries orang av s michigan st e 32806 6 29 16 22 #orlando #wadeviewpark
32811,-81.45416021,28.52649987,-1047252.486,1432362.061,32811,#accidentinjuries raleigh st s kirkman rd 32811 2 20 13 03 #orlando #kirkmannorth
32804,-81.415825,28.583893,-1040370.013,1435092.051,32804,#accidentinjuries s Ivanhoe bv lakeview st 32804 8) 20 12 30 #orlando #collegepark
32839,-81.419221,28.494334,-1050222.539,1436340.756,32839,#accidentinjuries s john young py americana coun bv 32839 3 28 10 21 #orlando
32805,-81.418301,28.508512,-1048656.776,1436180.465,32805,#accidentinjuries s john young py i4 ebo 32805 12 17 09 16 #orlando #catalina
32811,-81.436637,28.526937,-1046929.296,1434065.228,32811,#accidentinjuries s kirkman rd raleigh st 32811 7 31 10 48 #orlando #kirkmannorth
32819,-81.457359,28.461605,-1054403.619,1433191.658,32819,#accidentinjuries s kirkman rd vineland rd 32819 3 28 20 13 #orlando #floridacenter
32806,-81.37486267,28.51092529,-1047707.737,1440379.411,32806,#accidentinjuries s orang av e kalei st 32806 4 23 10 42 #orlando #southorange
32822,-81.306271,28.519711,-1045660.891,1446920.172,32822,#accidentinjuries s semoran bv gatlin av 32822 7 29 21 57 #orlando #southsemoran
32807,-81.309517,28.527659,-1044842.922,1446462.035,32807,#accidentinjuries s semoran bv kalmia dr 32807 3 13 18 30 #orlando #azaleapark
32819,-81.47306,28.479373,-1052705.957,1431345.106,32819,#accidentinjuries universal bv carrier dr 32819 7 27 21 56 #orlando #floridacenter
32804,-81.385117,28.577469,-1040589.176,1438201.455,32804,#accidentinjuries w coloni dr n tampa av 32804 1 7 13 20 #orlando #westcolonial
32804,-81.375663,28.571315,-1041113.343,1439232.7,32804,#accidentinjuries w princeton st edgewater dr 32804 12 13 08 20 #orlando #collegepark
32801,-81.376862,28.541697,-1044372.681,1439639.75,32801,#accidentinjuries w robinson st n hughei av 32801 5 23 14 30 #orlando #centralbusinessdistrict
32801,-81.378716,28.541895,-1044380.281,1439455.288,32801,#accidentminor 1 s orang av 32801 9 10 14 00 #orlando #centralbusinessdistrict
32804,-81.394783,28.569525,-1041610.706,1437398.788,32804,#accidentminor 1321 edgewater dr 32804 7 1 20 41 #orlando #collegepark
32801,-81.376343,28.54594,-1043900.276,1439615.332,32801,#accidentminor 133 e robinson st rosalind 32801 5 29 14 41 #orlando #centralbusinessdistrict
32801,-81.378601,28.53874,-1044723.646,1439522.327,32801,#accidentminor 14 w washington st 32801 1 10 02 45 #orlando #centralbusinessdistrict
32811,-81.439163,28.538237,-1045732.578,1433619.521,32811,#accidentminor 1800 s kirkman rd 32811 1 22 12 01 #orlando #metrowest
32801,-81.379368,28.543497,-1044215.301,1439363.31,32801,#accidentminor 203 ernestin st 32801 3 11 12 #orlando #southorange
32803,-81.369583,28.572342,-1040905.022,1439807.735,32803,#accidentminor 2420 e coloni dr 32803 12 11 15 24 #orlando #colonialtowncenter
32835,-81.466858,28.53233,-1046813.857,1431019.762,32835,#accidentminor 2450 lake debra dr 32835 4 11 21 34 #orlando #metrowest
32812,-81.312352,28.459806,-1052310.556,1447391.081,32812,#accidentminor 2464 conwai rd 32812 6 08 10 #orlando #conway
32822,-81.31083679,28.45987129,-1052279.368,1447537.943,32822,#accidentminor 2501 semoran blvd s 32822 7 2 18 25 #orlando #lakefredrica
32805,-81.3933,28.55204,-1043500.372,1437852.509,32805,#accidentminor 2525 w church st 32805 9 26 13 39 #orlando #lakemannestates
32808,-81.451446,28.600463,-1039116.691,1431325.044,32808,#accidentminor 2818 Silver_Star rd 32808 11 20 15 42 #orlando #princetonsilverstar
32808,-81.445144,28.595779,-1039530.299,1432022.272,32808,#accidentminor 3101 w princeton st 32808 9 12 18 29 #orlando #princetonsilverstar
32804,-81.40547,28.57179,-1041531.25,1436316.006,32804,#accidentminor 3440 edgewater dr 32804 12 20 13 24 #orlando #collegepark
32804,-81.39272308,28.55360603,-1043319.937,1437881.135,32804,#accidentminor 400 dubsdread circle 32804 5 28 15 25 #orlando #collegepark
32806,-81.343071,28.523825,-1045793.899,1443254.736,32806,#accidentminor 444 e michigan st 32806 7 20 14 57 #orlando #pineloch
32801,-81.380905,28.532844,-1045405.074,1439401.727,32801,#accidentminor 45 w coloni dr 32801 7 16 40 #orlando #centralbusinessdistrict
32801,-81.379991,28.55319,-1043164.645,1439131.041,32801,#accidentminor 46 w washington st 32801 10 30 03 29 #orlando #centralbusinessdistrict
32839,-81.410994,28.488901,-1050687.381,1437240.173,32839,#accidentminor 4750 millenia plaza wy 32839 1 11 16 46 #orlando #millenia
32839,-81.442153,28.476749,-1052507.521,1434410.728,32839,#accidentminor 4750 millenia plaza wy 32839 8) 13 07 #orlando #millenia
32819,-81.45877,28.45736,-1054890.283,1433128.471,32819,#accidentminor 5147 s kirkman rd 32819 5 10 14 45 #orlando #floridacenter
32801,-81.380287,28.543381,-1044242.494,1439275.665,32801,#accidentminor 53 e amelia st 32801 3 23 13 09 #orlando #centralbusinessdistrict
32812,-81.32937916,28.47338207,-1051095.439,1445486.675,32812,#accidentminor 5300 curry ford rd 32812 5 27 11 09 #orlando #dixiebelle
32819,-81.457321,28.461605,-1054403.021,1433195.371,32819,#accidentminor 6362 vineland rd 32819 7 24 18 41 #orlando #floridacenter
32801,-81.375899,28.542157,-1044307.153,1439725.603,32801,#accidentminor 67 w coloni dr 32801 10 29 20 01 #orlando #centralbusinessdistrict
32819,-81.465126,28.459927,-1054709.246,1432462.216,32819,#accidentminor 6857 Turkey lake rd 32819 7 10 04 #orlando #floridacenter
32827,-81.25718415,28.4254054,-1055196.25,1453393.824,32827,#accidentminor 9438 airport blvd 32827 6 9 22 36 #orlando #orlandointernationalairport
32805,-81.42602,28.52195,-1047307.96,1435189.723,32805,#accidentminor bruton bv well st 32805 12 21 18 26 #orlando #johnsonvillage
32839,-81.429977,28.493143,-1050522.18,1435311.219,32839,#accidentminor conroi rd millenia bv 32839 11 21 18 13 #orlando #millenia
32839,-81.416817,28.487444,-1050938.538,1436697.125,32839,#accidentminor conroi rd millenia bv 32839 9 24 23 24 #orlando #millenia
32811,-81.449983,28.494051,-1050737.445,1433341.176,32811,#accidentminor conroi rd pine_creek dr 32811 7 16 10 50 #orlando #kirkmansouth
32811,-81.441994,28.48575,-1051520.145,1434267.711,32811,#accidentminor conroi rd southgate dr 32811 4 1 20 14 #orlando #floridacenternorth
32811,-81.45898,28.51378,-1048720.004,1432115.274,32811,#accidentminor conroi rd vineland rd 32811 2 22 12 08 #orlando #floridacenternorth
32812,-81.331436,28.51898,-1046139.745,1444476.52,32812,#accidentminor conwai rd curry ford rd 32812 7 30 12 50 #orlando #dovershoreseast
32822,-81.30744171,28.49696541,-1048167.666,1447210.22,32822,#accidentminor curry ford rd s semoran bv 32822 3 16 21 37 #orlando #lakefredrica
32801,-81.379249,28.541048,-1044481.361,1439418.248,32801,#accidentminor e central bv n rosalind av 32801 12 28 17 49 #orlando #centralbusinessdistrict
32801,-81.379007,28.541301,-1044449.862,1439437.393,32801,#accidentminor e church st s rosalind av 32801 3 4 17 20 #orlando #centralbusinessdistrict
32803,-81.36518097,28.55379295,-1042864.877,1440565.674,32803,#accidentminor e coloni dr n hampton av 32803 9 30 16 27 #orlando #colonialtownnorth
32822,-81.310441,28.509221,-1046874.573,1446699.536,32822,#accidentminor e michigan st s semoran bv 32822 4 15 19 30 #orlando #southsemoran
32801,-81.37585053,28.53844431,-1044712.581,1439796.027,32801,#accidentminor e pine st s orang av 32801 1 11 03 50 #orlando #centralbusinessdistrict
32801,-81.361633,28.541359,-1044169.155,1441132.134,32801,#accidentminor e south st s rosalind av 32801 4 5 23 57 #orlando #centralbusinessdistrict
32804,-81.39019,28.583504,-1040008.867,1437599.835,32804,#accidentminor edgewater dr w coloni dr 32804 2 18 11 59 #orlando #lakedot
32804,-81.389464,28.56971,-1041506.623,1437914.511,32804,#accidentminor edgewater dr w hazel st 32804 5 12 13 05 #orlando #collegepark
32801,-81.38183981,28.55308995,-1043204.761,1438952.383,32801,#accidentminor ew World_Boxing_Organization s rosalind av 32801 1 13 06 34 #orlando #centralbusinessdistrict
32808,-81.424583,28.567732,-1042276.057,1434522.623,32808,#accidentminor fairvilla rd w coloni dr 32808 7 11 00 51 #orlando #westcolonial
32822,-81.31044075,28.50868396,-1046933.318,1446709.105,32822,#accidentminor hazeltin nation dr s semoran bv 32822 2 5 17 50 #orlando #airportnorth
32804,-81.379409,28.581087,-1040103.314,1438694.339,32804,#accidentminor i4 ebo e princeton st 32804 8) 11 18 12 #orlando #collegepark
32819,-81.46619415,28.45676994,-1055071.475,1432413.357,32819,#accidentminor i4 ebo s kirkman rd 32819 2 8 17 47 #orlando #floridacenter
32839,-81.442157,28.477582,-1052416.439,1434395.664,32839,#accidentminor i4 ebo tpk sbo tp 32839 8) 14 18 16 #orlando #floridacenternorth
32839,-81.429517,28.489377,-1050927.002,1435422.542,32839,#accidentminor i4 World_Boxing_Organization conroi rd 32839 7 26 15 05 #orlando #millenia
32804,-81.411217,28.572422,-1041552.586,1435744.093,32804,#accidentminor i4 World_Boxing_Organization n Ivanhoe bv 32804 3 26 15 23 #orlando #centralbusinessdistrict
32804,-81.379786,28.56007,-1042408.686,1439029.343,32804,#accidentminor i4 World_Boxing_Organization n Ivanhoe bv 32804 7 26 16 45 #orlando #centralbusinessdistrict
32839,-81.43413544,28.48303986,-1051693.068,1435083.115,32839,#accidentminor Interstate_4 e conroi rd 32839 7 8 15 38 #orlando #millenia
32839,-81.4312973,28.48865318,-1051034.217,1435261.408,32839,#accidentminor Interstate_4 e florida tpke 32839 6 2 07 47 #orlando #floridacenter
32804,-81.39493561,28.55738258,-1042941.621,1437598.471,32804,#accidentminor Interstate_4 e sw Ivanhoe blvd 32804 5 29 13 47 #orlando #centralbusinessdistrict
32807,-81.30324554,28.52996445,-1044491.242,1447033.192,32807,#accidentminor lake underhil rd conwai rd 32807 2 16 09 04 #orlando #dovershoreseast
32807,-81.29496,28.535904,-1043710.019,1447736.23,32807,#accidentminor lake underhil rd conwai rd 32807 4 16 06 43 #orlando #dovershoreseast
32805,-81.38902009,28.54015969,-1044732.706,1438480.231,32805,#accidentminor lb mcleod rd bruton blvd 32805 6 28 10 44 #orlando #catalina
32835,-81.469268,28.519851,-1048217.174,1431003.879,32835,#accidentminor MetroWest bv park center dr 32835 8) 28 18 17 #orlando #metrowest
32811,-81.440916,28.528692,-1046804.536,1433616.54,32811,#accidentminor minoso st bruton bv 32811 10 18 15 31 #orlando #johnsonvillage
32801,-81.376289,28.547899,-1043685.096,1439585.94,32801,#accidentminor n garland av w central bv 32801 2 10 14 03 #orlando #centralbusinessdistrict
32803,-81.364777,28.561863,-1041975.595,1440462.195,32803,#accidentminor n magnolia av e coloni dr 32803 12 20 08 29 #orlando #centralbusinessdistrict
32805,-81.40114032,28.51032011,-1048188.571,1437824.266,32805,#accidentminor s john young pkwy lb mcleod rd 32805 5 26 21 46 #orlando #catalina
32811,-81.458803,28.497645,-1050482.751,1432416.448,32811,#accidentminor s kirkman rd conroi rd 32811 3 16 08 02 #orlando #kirkmansouth
32811,-81.456903,28.510494,-1049046.949,1432375.92,32811,#accidentminor s kirkman rd l b mcleod rd 32811 2 27 17 18 #orlando #kirkmansouth
32819,-81.45029917,28.47184248,-1053172.472,1433701.272,32819,#accidentminor s kirkman rd lot 32819 2 17 13 25 #orlando #floridacenter
32811,-81.449661,28.497232,-1050384.319,1433316.624,32811,#accidentminor s kirkman rd Valencia college dr 32811 12 27 03 36 #orlando #kirkmannorth
32807,-81.29541,28.532902,-1044045.553,1447745.719,32807,#accidentminor s semoran bv curry ford rd 32807 7 31 13 16 #orlando #engelwoodpark
32807,-81.305556,28.528008,-1044741.917,1446842.461,32807,#accidentminor s semoran bv curry ford rd 32807 7 5 12 #orlando #engelwoodpark
32822,-81.29718,28.459869,-1052062.771,1448872.115,32822,#accidentminor s semoran bv lake margaret dr 32822 3 12 10 40 #orlando #southsemoran
32822,-81.28655243,28.50617409,-1046828.649,1449086.011,32822,#accidentminor s semoran bv lake margaret dr 32822 3 19 32 #orlando #southsemoran
32822,-81.30544715,28.47359866,-1050692.152,1447820.408,32822,#accidentminor s semoran bv n frontag rd 32822 3 11 08 48 #orlando #airportnorth
32822,-81.31023489,28.52278568,-1045387.417,1446478.575,32822,#accidentminor semoran blvd s lake margaret dr 32822 7 14 18 #orlando #southsemoran
32819,-81.457003,28.482822,-1052076.435,1432853.094,32819,#accidentminor universal bv major bv 32819 1 23 15 47 #orlando #floridacenter
32835,-81.476768,28.527897,-1047454.376,1430130.131,32835,#accidentminor Valencia college dr metrocent bv 32835 1 12 21 52 #orlando #metrowest
32811,-81.43799,28.5193,-1047786.197,1434067.692,32811,#accidentminor Valencia college dr s kirkman rd 32811 9 5 21 02 #orlando #kirkmannorth
32803,-81.349289,28.532593,-1044933.042,1442492.309,32803,#accidentminor virginia dr n mill av 32803 11 20 11 #orlando #lakeformosa
32801,-81.373689,28.551465,-1043253.911,1439776.584,32801,#accidentminor w coloni dr n garland av 32801 4 8 10 57 #orlando #centralbusinessdistrict
32801,-81.3812561,28.54094124,-1044524.715,1439224.232,32801,#accidentminor w south st boon av 32801 3 5 14 24 #orlando #centralbusinessdistrict
32801,-81.37486,28.553193,-1043083.341,1439631.726,32801,#accidentwithroadblockage 101 s garland av 32801 2 13 19 27 #orlando #centralbusinessdistrict
32806,-81.331482,28.530537,-1044876.164,1444266.922,32806,#accidentwithroadblockage 1106 s lake davi dr 32806 7 25 21 28 #orlando #lakedavisgreenwood
32801,-81.37919985,28.55313018,-1043158.706,1439209.308,32801,#accidentwithroadblockage 213 e coloni dr 32801 10 18 14 55 #orlando #centralbusinessdistrict
32819,-81.458846,28.459976,-1054605.231,1433075.017,32819,#accidentwithroadblockage 4900 intern dr 32819 7 18 14 30 #orlando #floridacenter
32803,-81.35185003,28.53788987,-1044394.055,1442148.448,32803,#accidentwithroadblockage 5005 e coloni dr 32803 3 20 18 20 #orlando
32807,-81.310859,28.531372,-1044458.025,1446265.055,32807,#accidentwithroadblockage 700 s semoran bv 32807 9 11 18 40 #orlando #monterey
32811,-81.441152,28.533388,-1046294.413,1433510.775,32811,#accidentwithroadblockage columbia st s ivei ln 32811 3 11 06 43 #orlando #richmondheights
32801,-81.36226974,28.54581982,-1043691.184,1440990.983,32801,#accidentwithroadblockage e anderson st s rosalind av 32801 1 7 20 56 #orlando #centralbusinessdistrict
32803,-81.346527,28.5527,-1042689.63,1442405.423,32803,#accidentwithroadblockage e coloni dr kennei av 32803 3 22 11 01 #orlando #colonialtowncenter
32801,-81.377312,28.559597,-1042421.398,1439279.131,32801,#accidentwithroadblockage e coloni dr n orang av 32801 4 16 52 #orlando #centralbusinessdistrict
32803,-81.37065,28.5523,-1043114.579,1440058.386,32803,#accidentwithroadblockage e coloni dr thornton 32803 11 14 13 07 #orlando #lakeeolaheights
32806,-81.337226,28.522754,-1045818.555,1443844.322,32806,#accidentwithroadblockage e michigan st s bumbi av 32806 2 20 18 52 #orlando #wadeviewpark
32807,-81.29774475,28.52538872,-1044904.498,1447651.491,32807,#accidentwithroadblockage e michigan st s Fern creek av 32806 5 09 59 #orlando #pineloch
32804,-81.41396,28.5527,-1043753.631,1435824.515,32804,#accidentwithroadblockage e princeton st i4 World_Boxing_Organization 32804 9 30 20 31 #orlando #northorange
32801,-81.369583,28.543259,-1044086.867,1440322.557,32801,#accidentwithroadblockage e robinson st shine av 32801 5 28 08 43 #orlando #lawsonaferncreek
32808,-81.41713,28.578533,-1040977.012,1435059.31,32808,#accidentwithroadblockage fairvilla rd w coloni dr 32808 12 19 12 54 #orlando #westcolonial
32819,-81.46736908,28.46776772,-1053886.516,1432105.153,32819,#accidentwithroadblockage grandnat dr del verd wai 32819 7 4 10 54 #orlando #floridacenter
32822,-81.30583191,28.45853233,-1052346.393,1448050.678,32822,#accidentwithroadblockage hazeltin nation dr t p c bv 32822 3 18 16 14 #orlando #airportnorth
32803,-81.361763,28.56380463,-1041715.566,1440721.906,32803,#accidentwithroadblockage highland av e coloni dr 32803 3 12 18 38 #orlando #centralbusinessdistrict
32801,-81.37823486,28.54006577,-1044572.818,1439534.611,32801,#accidentwithroadblockage n eola dr e robinson st 32801 5 7 12 33 #orlando #lakeeolaheights
32801,-81.36995025,28.54575008,-1043820.129,1440242.618,32801,#accidentwithroadblockage n garland av w coloni dr 32801 10 12 02 58 #orlando #centralbusinessdistrict
32805,-81.389626,28.52496,-1046405.248,1438689.785,32805,#accidentwithroadblockage n john young py business center bv 32805 7 18 16 24 #orlando #westcolonial
32804,-81.39508,28.55438,-1043272.411,1437637.439,32804,#accidentwithroadblockage n john young py w princeton st 32804 7 22 18 49 #orlando #princetonsilverstar
32804,-81.38000545,28.55978791,-1042443.011,1439012.918,32804,#accidentwithroadblockage n magnolia av e coloni dr 32803 5 31 02 57 #orlando #centralbusinessdistrict
32801,-81.375717,28.542416,-1044275.944,1439738.784,32801,#accidentwithroadblockage n orang av e concord st 32801 7 24 17 21 #orlando #centralbusinessdistrict
32803,-81.35866547,28.55832863,-1042265.725,1441121.155,32803,#accidentwithroadblockage s crystal_lake dr e south st 32803 3 11 13 27 #orlando #eastcentralpark
32805,-81.385262,28.540657,-1044619.017,1438838.257,32805,#accidentwithroadblockage s john young pkwy Interstate_4 e 32805 6 29 15 11 #orlando #catalina
32811,-81.43225998,28.52204002,-1047396.279,1434578.882,32811,#accidentwithroadblockage s kirkman rd conroi rd 32811 3 8 16 57 #orlando #kirkmansouth
32801,-81.38184,28.55309,-1043204.759,1438952.363,32801,#accidentwithroadblockage s rosalind av e anderson st 32801 2 27 03 40 #orlando #centralbusinessdistrict
32801,-81.37917,28.55095,-1043396.763,1439250.79,32801,#accidentwithroadblockage s rosalind av e south st 32801 3 6 09 17 #orlando #centralbusinessdistrict
32805,-81.39330022,28.55203986,-1043500.391,1437852.49,32805,#accidentwithroadblockage w michigan st Interstate_4 e 32805 5 26 13 54 #orlando #southdivision
32827,-81.3062565,28.43524709,-1054900.343,1448423.152,32827,#ambulanceescort 9080 airport bv 32827 1 31 15 58 #orlando #orlandointernationalairport
32827,-81.30641,28.435311,-1054895.789,1448407.016,32827,#ambulanceescort 9082 airport bv 32827 4 6 16 30 #orlando #orlandointernationalairport
32827,-81.305196,28.431186,-1055327.748,1448598.985,32827,#ambulanceescort 9093 airport bv 32827 4 5 22 55 #orlando #orlandointernationalairport
32827,-81.30583875,28.43454234,-1054970.802,1448476.504,32827,#ambulanceescort 9400 airport bv 32827 1 30 14 17 #orlando #orlandointernationalairport
32827,-81.32093811,28.45089912,-1053421.138,1446710.47,32827,#ambulanceescort 9725 airport blvd 32827 6 23 07 25 #orlando #orlandointernationalairport
32801,-81.37582026,28.53700005,-1044870.115,1439824.537,32801,#attemptedsuicide 100 s hughei av 32801 4 17 19 54 #orlando #citywide
32801,-81.371417,28.539539,-1044522.817,1440209.399,32801,#attemptedsuicide 100 s hughei av 32801 5 18 14 35 #orlando #holdenparramore
32801,-81.383453,28.541292,-1044521.003,1439003.598,32801,#attemptedsuicide 100 s hughei av 32801 5 22 19 08 #orlando #holdenparramore
32801,-81.383453,28.541292,-1044521.003,1439003.598,32801,#attemptedsuicide 100 s hughei av 32801 5 26 12 29 #orlando #holdenparramore
32801,-81.383453,28.541292,-1044521.003,1439003.598,32801,#attemptedsuicide 100 s hughei av 32801 5 31 00 40 #orlando #holdenparramore
32801,-81.383453,28.541292,-1044521.003,1439003.598,32801,#attemptedsuicide 100 s hughei av 32801 6 3 20 07 #orlando #holdenparramore
32801,-81.383453,28.541292,-1044521.003,1439003.598,32801,#attemptedsuicide 100 s hughei av 32801 7 6 16 44 #orlando #holdenparramore
32801,-81.383453,28.541292,-1044521.003,1439003.598,32801,#attemptedsuicide 101 e central bv 32801 4 13 16 58 #orlando #centralbusinessdistrict
32801,-81.383453,28.541292,-1044521.003,1439003.598,32801,#attemptedsuicide 107 hillcrest st 32801 4 1 10 52 #orlando #lakeeolaheights
32811,-81.431816,28.526703,-1046879.085,1434540.036,32811,#attemptedsuicide 3391 s kirkman rd 1218 32811 3 9 19 09 #orlando #kirkmannorth
32803,-81.36774445,28.55706787,-1042547.069,1440257.529,32803,#attemptedsuicide 418 broadway av harwood 32803 3 23 07 45 #orlando #lakeeolaheights
32812,-81.313515,28.519567,-1045791.536,1446215.577,32812,#attemptedsuicide 4595 cove dr 202 32812 1 30 19 41 #orlando #airportnorth
32811,-81.434223,28.531056,-1046440.645,1434228.318,32811,#attemptedsuicide 4667 edgemoor st 32811 3 21 12 00 #orlando #malibugroves
32805,-81.413139,28.54632,-1044438.768,1436017.246,32805,#attemptedsuicide 523 w jackson st 112 32805 7 30 16 20 #orlando #holdenparramore
32822,-81.30995996,28.46565999,-1051632.21,1447520.719,32822,#attemptedsuicide 6231 bent pine dr 532b 32822 3 7 21 41 #orlando #airportnorth
32801,-81.37623596,28.54254913,-1044269.571,1439685.776,32801,#attemptedsuicide 624 lexington av 32801 3 17 30 #orlando #lakedot
32805,-81.417849,28.528273,-1046487.52,1435875.943,32805,#attemptedsuicide w amelia st n john young py 32805 10 3 15 21 #orlando #westcolonial
